srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.5,22755,149.171.126.9,53,udp,CON,0.001006,146,178,31,29,0,0,dns,580516.9375,707753.5,2,2,0,0,0,0,73,89,0,0,0,0,1421968740,1421968740,0.012,0.008,0,0,0,0,0,0,0,0,1,4,3,1,1,1,1,,0
59.166.0.5,52735,149.171.126.7,53,udp,CON,0.001078,146,178,31,29,0,0,dns,541744,660482.4375,2,2,0,0,0,0,73,89,0,0,0,0,1424249227,1424249227,0.01,0.007,0,0,0,0,0,NA,NA,NA,3,4,3,5,2,1,2,,0
59.166.0.2,25860,149.171.126.2,111,udp,CON,0.004778,568,320,31,29,0,0,NA,713269.125,401841.7813,4,4,0,0,0,0,142,80,0,0,1.745376,1.531593,1424250339,1424250339,1.240667,1.09,0,0,0,0,0,NA,NA,NA,11,4,1,1,1,1,2,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,9e-6,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261096,1424261096,0.009,0,0,0,0,0,2,NA,NA,NA,33,33,17,18,16,16,33,Generic,1
59.166.0.6,39368,149.171.126.0,22,tcp,FIN,21.314211,26248,49682,31,29,78,103,ssh,9822.554688,18595.29297,334,356,255,255,3051130885,3055577911,79,140,0,0,10559.71335,10194.97181,1424254081,1424254102,64.392359,60.038557,0.00064899999999999995,5.12e-4,1.37e-4,0,0,NA,NA,NA,1,1,5,3,1,1,1,,0
59.166.0.5,60062,149.171.126.0,53,udp,CON,9.21e-4,130,162,31,29,0,0,dns,564603.6875,703583.0625,2,2,0,0,0,0,65,81,0,0,0,0,1424243598,1424243598,0.001,0.003,0,0,0,0,0,NA,NA,NA,1,2,2,1,1,1,1,,0
175.45.176.3,3998,149.171.126.19,179,tcp,FIN,0.471708,534,268,254,252,2,1,NA,8157.588867,3798.960449,10,6,255,255,2043970212,2891442701,53,45,0,0,2307.521387,106.986055,1424223225,1424223226,46.177444,80.749398,0.11766,0.067959,0.049701,0,1,NA,NA,NA,4,5,4,3,3,1,4,,0
59.166.0.1,59482,149.171.126.2,20012,tcp,FIN,0.050054,8928,424,31,29,4,1,ftp-data,1325128.875,59295.96094,14,8,255,255,365022922,699205380,638,53,0,0,402.693426,17.213125,1424242430,1424242430,3.850308,7.052714,6.88e-4,5.62e-4,1.26e-4,0,0,NA,NA,NA,1,4,1,2,1,1,2,,0
59.166.0.3,29210,149.171.126.1,61922,tcp,FIN,0.019888,2646,21006,31,29,7,14,NA,1039018.5,8248592,42,42,255,255,838755507,839045278,63,500,0,0,27.528426,0.703314,1424226832,1424226832,0.4892,0.483475,6.65e-4,5.48e-4,1.17e-4,0,0,NA,NA,NA,6,4,3,4,1,1,1,,0
59.166.0.8,27922,149.171.126.2,55847,tcp,FIN,0.053886,4014,59460,31,29,7,28,NA,587165.5,8701481,68,70,255,255,1068885737,1083627336,59,849,0,0,0,52.335629,1421927516,1421927517,0.799328,0.77313,6.71e-4,5.37e-4,1.34e-4,0,0,0,0,0,2,3,2,1,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,8e-6,264,0,60,0,0,0,dns,132000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424253104,1424253104,0.008,0,0,0,0,0,0,NA,NA,NA,15,15,13,13,13,13,15,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,9e-6,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233353,1424233353,0.009,0,0,0,0,0,2,NA,NA,NA,32,32,25,30,25,25,32,Generic,1
149.171.126.14,1043,175.45.176.1,53,udp,INT,4e-6,264,0,60,0,0,0,dns,264000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424253056,1424253056,0.004,0,0,0,0,0,0,NA,NA,NA,42,42,42,42,42,23,42,,0
59.166.0.7,29257,149.171.126.7,29444,tcp,FIN,0.164181,2646,23636,31,29,7,15,NA,125861.0938,1125538.375,42,44,255,255,1984423397,1984677067,63,537,0,0,270.708029,261.75935,1421961563,1421961563,3.992537,3.804884,7.11e-4,5.67e-4,1.44e-4,0,0,0,0,0,10,11,3,6,1,1,2,,0
59.166.0.2,27032,149.171.126.7,111,udp,CON,0.004551,568,304,31,29,0,0,NA,748846.4375,400791.0313,4,4,0,0,0,0,142,76,0,0,1.636717,1.435662,1424245222,1424245222,1.165333,1.021667,0,0,0,0,0,NA,NA,NA,3,7,3,5,1,1,3,,0
59.166.0.7,58782,149.171.126.0,65003,tcp,FIN,0.047942,2542,22432,31,29,7,14,NA,413666.5,3654082,40,42,255,255,2745226128,2763531486,64,534,0,0,72.156673,70.597366,1421944864,1421944864,1.220923,1.156341,6.67e-4,5.28e-4,1.39e-4,0,0,0,0,0,14,8,5,4,2,2,2,,0
175.45.176.0,3361,149.171.126.12,110,tcp,FIN,2.458251,1042,3788,62,252,7,8,pop3,3238.074463,11712.39258,22,20,255,255,3025631353,2268259489,47,189,0,0,6741.591469,184.431531,1424224013,1424224016,117.018144,125.564844,0.137357,0.07251,0.064847,0,1,NA,NA,NA,1,1,4,4,1,1,13,Exploits,1
59.166.0.8,2470,149.171.126.6,5190,tcp,FIN,0.005578,2048,2410,31,29,6,7,NA,2815346,3324489,24,26,255,255,3153657176,3153937028,85,93,0,0,13.831537,0,1421945616,1421945616,0.225957,0.20296,6.4e-4,4.93e-4,1.47e-4,0,0,0,0,0,22,4,4,14,4,4,4,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,5e-6,114,0,254,0,0,0,dns,91200000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424237327,1424237327,0.005,0,0,0,0,0,2,NA,NA,NA,32,32,20,23,20,20,32,Generic,1
59.166.0.2,28966,149.171.126.7,54533,tcp,FIN,0.081836,3286,40986,31,29,7,22,NA,315362.4375,3937631.25,54,58,255,255,2014964417,4170488629,61,707,0,0,85.514728,81.878959,1424226004,1424226004,1.567231,1.426421,6.53e-4,5.26e-4,1.27e-4,0,0,NA,NA,NA,13,4,2,6,1,1,3,,0
59.166.0.1,20234,149.171.126.9,53,udp,CON,0.001033,132,164,31,29,0,0,dns,511132.6563,635043.5625,2,2,0,0,0,0,66,82,0,0,0,0,1424254945,1424254945,0.009,0.008,0,0,0,0,0,NA,NA,NA,1,1,5,10,1,1,2,,0
59.166.0.1,2773,149.171.126.5,33407,tcp,FIN,0.089779,3390,43544,31,29,7,22,NA,296728.6563,3813275,56,58,255,255,2865923258,868526102,61,751,0,0,87.294927,85.989815,1421932255,1421932255,1.626455,1.565281,7.08e-4,5.53e-4,1.55e-4,0,0,0,0,0,8,9,2,4,1,1,1,,0
59.166.0.9,17697,149.171.126.5,53,udp,CON,9.86e-4,132,164,31,29,0,0,dns,535496.9375,665314.375,2,2,0,0,0,0,66,82,0,0,0,0,1424240563,1424240563,0.006,0.004,0,0,0,0,0,NA,NA,NA,3,3,5,6,2,1,2,,0
59.166.0.6,18980,149.171.126.2,6881,tcp,FIN,0.01355,1540,1644,31,29,4,4,NA,852546.125,916900.375,16,18,255,255,2840314981,701352138,96,91,0,0,60.973306,1.400944,1421935404,1421935404,0.882067,0.77,5.78e-4,4.57e-4,1.21e-4,0,0,0,0,0,8,18,11,11,6,1,7,,0
59.166.0.5,3110,149.171.126.7,32167,tcp,FIN,0.008622,2230,14042,31,29,7,11,NA,2008814.625,12667131,34,36,255,255,3497985257,3513859870,66,390,0,0,15.503165,13.242753,1421927957,1421927957,0.250424,0.230743,6.93e-4,5.42e-4,1.51e-4,0,0,0,0,0,3,4,2,3,1,1,1,,0
59.166.0.7,4951,149.171.126.5,53,udp,CON,9.96e-4,130,162,31,29,0,0,dns,522088.3438,650602.375,2,2,0,0,0,0,65,81,0,0,0,0,1421942844,1421942844,0.003,0.009,0,0,0,0,0,0,0,0,3,4,3,2,2,1,1,,0
59.166.0.6,51040,149.171.126.4,30109,tcp,FIN,0.22138,4368,2768,31,29,7,7,NA,151269.3125,95871.35156,24,24,255,255,994866545,999025819,182,115,0,0,703.998524,19.940754,1424224338,1424224338,9.611521,9.602956,6.43e-4,5.09e-4,1.34e-4,0,0,NA,NA,NA,5,4,3,4,1,1,3,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,8e-6,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424260628,1424260628,0.008,0,0,0,0,0,2,NA,NA,NA,23,23,17,18,17,17,23,Generic,1
59.166.0.2,57826,149.171.126.3,55011,tcp,FIN,0.084183,4014,57706,31,29,7,28,NA,375847.8438,5405557,68,70,255,255,1569251687,1569566683,59,824,0,0,75.069798,73.762869,1421939636,1421939636,1.251836,1.211014,7.65e-4,6.12e-4,1.53e-4,0,0,0,0,0,3,6,1,1,1,1,1,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,3e-6,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424252715,1424252715,0.003,0,0,0,0,0,2,NA,NA,NA,34,34,19,20,18,18,35,Generic,1
59.166.0.7,19793,149.171.126.8,21,tcp,FIN,1.632752,2934,3742,31,29,11,15,ftp,14101.3457,17996.60938,52,54,255,255,3193587458,1130207779,56,69,0,0,2630.942216,82.628891,1421966218,1421966220,32.007961,30.797303,6.25e-4,4.88e-4,1.37e-4,0,0,0,0,0,1,2,4,4,1,1,3,,0
59.166.0.2,39988,149.171.126.2,30872,tcp,FIN,0.005191,424,8824,31,29,1,4,ftp-data,571758.8125,12466191,8,12,255,255,849652455,3006396812,53,735,0,0,38.229422,22.711456,1421950119,1421950119,0.690714,0.428909,6.32e-4,4.69e-4,1.63e-4,0,0,0,0,0,3,3,7,9,1,1,5,,0
59.166.0.6,45235,149.171.126.3,5477,tcp,FIN,0.015641,2542,23508,31,29,7,14,NA,1267949.625,11737868,40,42,255,255,2889324231,2903518989,64,560,0,0,0,21.679569,1421929892,1421929893,0.392667,0.36878,6.43e-4,5.17e-4,1.26e-4,0,0,0,0,0,13,5,1,2,1,1,1,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,1e-6,264,0,60,0,0,0,dns,1056000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424259164,1424259164,0.001,0,0,0,0,0,0,NA,NA,NA,33,33,19,19,19,19,33,,0
59.166.0.8,58198,149.171.126.2,111,udp,CON,0.005178,568,320,31,29,0,0,NA,658169.1875,370799.5625,4,4,0,0,0,0,142,80,0,0,1.873599,1.708841,1421953665,1421953665,1.332333,1.216333,0,0,0,0,0,0,0,0,11,13,11,7,1,1,4,,0
59.166.0.9,55445,149.171.126.8,59238,tcp,FIN,0.188275,5174,91160,31,29,7,39,NA,217426.6406,3831417,90,92,255,255,565141061,585898077,57,991,0,0,110.344,108.398455,1421950226,1421950226,2.110787,2.062989,6.79e-4,5.4e-4,1.39e-4,0,0,0,0,0,6,4,3,5,1,1,1,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,2e-6,264,0,60,0,0,0,dns,528000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424259081,1424259081,0.002,0,0,0,0,0,0,NA,NA,NA,42,42,42,42,42,26,42,,0
59.166.0.3,49191,149.171.126.9,80,tcp,FIN,0.003971,1052,824,31,29,2,2,http,1855451.875,1494837.5,8,10,255,255,3810428377,3815601687,132,82,1,83,32.981501,0.677073,1424220001,1424220001,0.517571,0.381111,6.76e-4,5.38e-4,1.38e-4,0,0,1,NA,NA,1,2,2,8,1,1,1,,0
59.166.0.3,18122,149.171.126.8,36407,tcp,FIN,0.410329,4832,3080,31,29,7,7,NA,90853.92188,58060.72656,28,30,255,255,2933670256,3008078608,173,103,0,0,879.912599,22.722885,1421932309,1421932309,15.184852,14.132173,6.14e-4,4.92e-4,1.22e-4,0,0,0,0,0,7,12,6,3,1,1,3,,0
59.166.0.5,6033,149.171.126.6,5190,tcp,FIN,0.004072,2262,2478,31,29,6,6,NA,4273084.5,4666012,26,24,255,255,2808417007,659111901,87,103,0,0,9.332637,0.273213,1424221925,1424221925,0.149,0.150826,7.42e-4,5.98e-4,1.44e-4,0,0,NA,NA,NA,10,3,2,3,1,1,2,,0
59.166.0.1,44822,149.171.126.8,111,udp,CON,0.00449,568,312,31,29,0,0,NA,759020,416926.5,4,4,0,0,0,0,142,78,0,0,1.646381,1.435898,1424231086,1424231086,1.169667,1.018333,0,0,0,0,0,NA,NA,NA,4,4,4,7,1,1,3,,0
59.166.0.1,60602,149.171.126.4,25,tcp,FIN,0.143691,37110,3380,31,29,18,8,smtp,2026403.875,183727.5781,52,42,255,255,4169423477,2025143025,714,80,0,0,375.945347,12.544178,1424251520,1424251520,2.8668,3.491415,6.65e-4,5.39e-4,1.26e-4,0,0,NA,NA,NA,3,1,5,3,1,1,2,,0
175.45.176.3,47439,149.171.126.18,53,udp,INT,3e-6,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233180,1424233180,0.003,0,0,0,0,0,2,NA,NA,NA,38,38,18,19,18,18,38,Generic,1
59.166.0.5,55553,149.171.126.3,60467,tcp,FIN,0.759539,4536,3080,31,29,7,7,NA,46070.05078,31366.39453,28,30,255,255,2288541483,2566267389,162,103,0,0,1553.809471,39.486867,1421929720,1421929721,28.119221,26.171586,7.12e-4,5.59e-4,1.53e-4,0,0,0,0,0,13,4,1,2,1,1,1,,0
59.166.0.3,1968,149.171.126.2,53135,udp,CON,0.150181,536,304,31,29,0,0,NA,21414.16016,12145.34473,4,4,0,0,0,0,134,76,0,0,63.645031,28.3036,1421958387,1421958387,45.011332,20.022666,0,0,0,0,0,0,0,0,7,6,5,5,1,1,2,,0
59.166.0.2,27299,149.171.126.9,5190,tcp,FIN,0.00599,2062,2424,31,29,6,7,NA,2640400.75,3113188.75,24,26,255,255,1885557939,1885858551,86,93,0,0,14.464353,13.776701,1421967283,1421967283,0.244739,0.21612,7.47e-4,5.78e-4,1.69e-4,0,0,0,0,0,7,8,1,3,1,1,1,,0
59.166.0.2,44346,149.171.126.1,50740,udp,CON,0.002651,536,304,31,29,0,0,NA,1213127.125,688042.25,4,4,0,0,0,0,134,76,0,0,1.026955,0.741992,1421955325,1421955325,0.733667,0.529667,0,0,0,0,0,0,0,0,12,17,5,4,1,1,3,,0
175.45.176.3,62674,149.171.126.13,445,tcp,FIN,1.698789,3952,3096,254,252,9,9,NA,17838.58984,13920.50488,24,22,255,255,1978790666,2068446871,165,141,0,0,3559.304947,96.282945,1424260244,1424260246,72.954127,78.868859,0.100549,0.042541,0.058008,0,1,NA,NA,NA,3,1,1,4,1,1,1,Exploits,1
59.166.0.3,4846,149.171.126.0,6881,tcp,FIN,6.600902,13766,548216,31,29,21,197,NA,16614.69922,662897.25,240,438,255,255,101682488,2298353187,57,1252,0,0,9415.007804,6960.207833,1421931957,1421931963,27.617481,15.103821,9e-4,5.22e-4,3.78e-4,0,0,0,0,0,6,6,2,2,1,1,1,,0
59.166.0.8,29579,149.171.126.1,111,udp,CON,0.004368,568,312,31,29,0,0,NA,780219.75,428571.4063,4,4,0,0,0,0,142,78,0,0,1.63766,1.361652,1424244881,1424244881,1.163,0.969333,0,0,0,0,0,NA,NA,NA,3,4,5,6,1,1,3,,0
59.166.0.1,31282,149.171.126.4,5190,tcp,FIN,0.004431,1064,2260,31,29,4,4,NA,1762130.5,3740916.25,12,12,255,255,1777135129,1777468806,89,188,0,0,18.305263,0.405959,1421941910,1421941910,0.366909,0.341636,7.77e-4,6.63e-4,1.14e-4,0,0,0,0,0,2,10,4,3,1,1,1,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,9e-6,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424260884,1424260884,0.009,0,0,0,0,0,2,NA,NA,NA,30,30,22,22,22,11,30,Generic,1
149.171.126.18,1043,175.45.176.1,53,udp,INT,2e-6,264,0,60,0,0,0,dns,528000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1421931876,1421931876,0.002,0,0,0,0,0,0,0,0,0,6,6,3,3,3,3,3,,0
59.166.0.5,29377,149.171.126.1,6881,tcp,FIN,25.948137,34822,1592568,31,29,53,564,NA,10718.91992,490604.1563,624,1239,255,255,1249471818,1269917760,56,1285,0,0,17618.11254,12491.10019,1421945155,1421945181,41.649702,20.959322,6.76e-4,5.13e-4,1.63e-4,0,0,0,0,0,27,14,11,21,11,11,11,,0
59.166.0.0,57513,149.171.126.0,54976,tcp,FIN,0.033879,4550,72810,31,29,7,33,NA,1060716,16978068,78,80,255,255,2562940869,417871346,58,910,0,0,22.865437,22.290304,1424220003,1424220003,0.435532,0.421051,7.59e-4,6.07e-4,1.52e-4,0,0,NA,NA,NA,8,12,2,5,1,1,1,,0
59.166.0.4,40586,149.171.126.4,42082,udp,CON,0.036127,520,304,31,29,0,0,NA,86362,50488.55469,4,4,0,0,0,0,130,76,0,0,9.875218,10.691454,1424222028,1424222028,6.992333,7.567,0,0,0,0,0,NA,NA,NA,7,8,4,4,1,1,4,,0
59.166.0.6,9229,149.171.126.6,5190,tcp,FIN,0.042038,1168,2364,31,29,4,4,NA,206479.8438,417907.5938,14,14,255,255,2416383771,271302800,83,169,0,0,273.292081,7.838148,1424232794,1424232794,3.208461,3.185846,7.48e-4,6.13e-4,1.35e-4,0,0,NA,NA,NA,8,4,3,5,2,1,1,,0
59.166.0.8,34834,149.171.126.3,41801,tcp,FIN,0.223982,2542,21848,31,29,7,14,NA,88542.82813,761775.5,40,42,255,255,4247660234,2098346684,64,520,0,0,366.727134,354.368542,1424249122,1424249122,5.734821,5.449732,6.52e-4,5.36e-4,1.16e-4,0,0,NA,NA,NA,4,4,4,3,1,1,1,,0
59.166.0.4,32501,149.171.126.4,32505,tcp,FIN,0.009008,2230,15228,31,29,7,11,NA,1922735.375,13148313,34,36,255,255,677966467,678216002,66,423,0,0,0,14.194144,1421936618,1421936618,0.263242,0.241086,7.16e-4,5.66e-4,1.5e-4,0,0,0,0,0,10,6,2,2,1,1,1,,0
59.166.0.8,22330,149.171.126.3,53,udp,CON,9.91e-4,146,178,31,29,0,0,dns,589303.75,718466.1875,2,2,0,0,0,0,73,89,0,0,0,0,1424256298,1424256298,0.001,0.003,0,0,0,0,0,NA,NA,NA,1,3,2,1,1,1,1,,0
59.166.0.9,24217,149.171.126.4,65533,udp,CON,0.001697,536,304,31,29,0,0,NA,1895109,1074838,4,4,0,0,0,0,134,76,0,0,0.611647,0.303351,1424225088,1424225088,0.436,0.22,0,0,0,0,0,NA,NA,NA,8,9,4,5,1,1,5,,0
175.45.176.0,1043,149.171.126.12,53,udp,INT,8e-6,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424224952,1424224952,0.008,0,0,0,0,0,2,NA,NA,NA,14,14,5,5,5,5,14,Generic,1
59.166.0.2,5361,149.171.126.7,80,tcp,FIN,1.015654,1684,10168,31,29,3,5,http,12319.15625,75647.8125,14,18,255,255,2225344198,2226295286,120,565,1,3924,8784.025895,7691.338656,1424259556,1424259557,78.095385,59.711882,6.84e-4,5.48e-4,1.36e-4,0,0,1,NA,NA,2,1,4,2,1,1,2,,0
175.45.176.2,17250,149.171.126.19,12397,tcp,FIN,1.401348,940,268,254,252,2,1,NA,4829.635254,1278.768677,10,6,255,255,4279989510,2504034557,94,45,0,0,8038.08509,395.966656,1424230646,1424230647,147.328556,259.437797,0.283549,0.104156,0.179393,0,1,NA,NA,NA,2,1,1,2,1,1,1,Exploits,1
59.166.0.5,46407,149.171.126.6,53,udp,CON,0.00108,146,178,31,29,0,0,dns,540740.75,659259.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421943618,1421943618,0.011,0.003,0,0,0,0,0,0,0,0,2,2,6,1,1,1,1,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,9e-6,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424230732,1424230732,0.009,0,0,0,0,0,2,NA,NA,NA,39,39,24,24,24,24,39,Generic,1
59.166.0.7,11293,149.171.126.4,80,tcp,FIN,24.844831,19098,1087890,31,29,2,370,http,6132.462402,349829.5313,358,746,255,255,3758827008,1711802543,53,1458,1,524288,4230.178408,2895.125291,1421969555,1421969580,69.592384,33.348054,6.74e-4,5.19e-4,1.55e-4,0,0,1,0,0,3,2,3,3,1,1,1,,0
59.166.0.8,19249,149.171.126.6,47096,tcp,FIN,0.277453,424,8824,31,29,1,4,ftp-data,10697.30664,233235.8906,8,12,255,255,2336671176,307078303,53,735,0,0,2415.368071,1922.121406,1421928585,1421928586,39.584858,25.174636,7.22e-4,5.28e-4,1.94e-4,0,0,0,0,0,3,3,7,8,1,1,6,,0
59.166.0.4,64738,149.171.126.5,62682,tcp,FIN,0.251898,4014,58994,31,29,7,28,NA,125606.3984,1846842.875,68,70,255,255,1026280083,1161088761,59,843,0,0,226.41417,224.895543,1424248179,1424248179,3.754701,3.640362,8.33e-4,7.1e-4,1.23e-4,0,0,NA,NA,NA,4,3,2,3,1,1,1,,0
59.166.0.6,48897,149.171.126.1,21,tcp,FIN,0.977576,2934,3742,31,29,11,15,ftp,23552.13281,30058.02148,52,54,255,255,2304969939,2322797546,56,69,0,0,1438.225604,52.785324,1421965601,1421965602,19.161725,18.434453,6.82e-4,5.45e-4,1.37e-4,0,0,0,1,1,1,1,4,5,1,1,3,,0
59.166.0.9,8829,149.171.126.2,5323,tcp,FIN,0.050625,2542,23516,31,29,7,14,NA,391743.2188,3627772.75,40,42,255,255,729553964,746274632,64,560,0,0,76.007167,74.28384,1421958852,1421958852,1.289026,1.221415,6.76e-4,5.42e-4,1.34e-4,0,0,0,0,0,5,4,1,2,1,1,1,,0
59.166.0.7,6427,149.171.126.7,80,tcp,FIN,15.557926,17954,1087890,31,29,2,370,http,9204.826172,558651.3125,336,746,255,255,327848569,2482078167,53,1458,1,524288,3426.842532,2263.289579,1424246331,1424246346,46.440617,20.882357,7.02e-4,5.66e-4,1.36e-4,0,0,1,NA,NA,1,1,7,1,1,1,1,,0
59.166.0.8,55339,149.171.126.1,23735,tcp,FIN,0.016003,2230,15258,31,29,7,11,NA,1082297.125,7416109.5,34,36,255,255,327179787,340070616,66,424,0,0,32.665774,30.406362,1424233600,1424233600,0.47297,0.454588,6.6e-4,5.4e-4,1.2e-4,0,0,NA,NA,NA,2,1,1,2,1,1,2,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,3e-6,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239087,1424239087,0.003,0,0,0,0,0,2,NA,NA,NA,40,40,40,40,40,18,40,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,8e-6,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233580,1424233580,0.008,0,0,0,0,0,2,NA,NA,NA,40,40,22,22,22,22,40,Generic,1
59.166.0.4,49503,149.171.126.3,1283,tcp,FIN,0.010973,2438,19266,31,29,7,13,NA,1730793.75,13695434,38,40,255,255,678069933,2856731073,64,482,0,0,17.252929,16.337203,1421927884,1421927884,0.287649,0.267436,6.58e-4,5.36e-4,1.22e-4,0,0,0,0,0,16,5,4,5,1,1,1,,0
59.166.0.6,17586,149.171.126.3,53,udp,CON,0.001086,146,178,31,29,0,0,dns,537753.25,655616.9375,2,2,0,0,0,0,73,89,0,0,0,0,1421928765,1421928765,0.01,0.009,0,0,0,0,0,0,0,0,1,3,3,2,1,1,1,,0
59.166.0.0,52739,149.171.126.5,53,udp,CON,9.7e-4,146,178,31,29,0,0,dns,602061.875,734020.625,2,2,0,0,0,0,73,89,0,0,0,0,1424238510,1424238510,0.003,0.004,0,0,0,0,0,NA,NA,NA,3,1,2,5,1,1,1,,0
59.166.0.7,32480,149.171.126.9,53,udp,CON,9.6e-4,130,162,31,29,0,0,dns,541666.6875,675000,2,2,0,0,0,0,65,81,0,0,0,0,1424229705,1424229705,0.001,0.003,0,0,0,0,0,NA,NA,NA,2,6,5,1,1,1,1,,0
59.166.0.9,11750,149.171.126.7,80,tcp,FIN,1.036865,1684,10168,31,29,3,5,http,12067.14453,74100.29688,14,18,255,255,288729008,2439351466,120,565,1,3924,8768.590392,7679.004299,1421958124,1421958125,79.73169,60.962059000000004,6.53e-4,5.03e-4,1.5e-4,0,0,1,0,0,2,4,3,4,1,1,1,,0
149.171.126.18,47439,175.45.176.3,53,udp,INT,7e-6,264,0,60,0,0,0,dns,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,1424231814,1424231814,0.007,0,0,0,0,0,0,NA,NA,NA,22,22,15,15,15,15,22,,0
59.166.0.3,4824,149.171.126.2,6881,tcp,CON,0.183635,1218,456,31,29,3,2,NA,58509.78516,20267.74609,10,6,255,255,2584874363,2615808614,122,76,0,0,1093.146543,40.658176,1421958837,1421958837,16.665778,20.495199,7.24e-4,5.97e-4,1.27e-4,0,0,0,0,0,19,25,20,21,16,2,16,,0
59.166.0.8,51242,149.171.126.6,22,tcp,FIN,0.007244,3728,5474,31,29,7,7,ssh,3988956.25,5793484,32,24,255,255,707878880,2853555602,117,228,0,0,14.326952,0.434614,1424257284,1424257284,0.233677,0.286739,6.35e-4,5.21e-4,1.14e-4,0,0,NA,NA,NA,1,1,8,4,1,1,2,,0
59.166.0.9,23642,149.171.126.1,53,udp,CON,0.001034,146,178,31,29,0,0,NA,564796.9375,688588.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421955870,1421955870,0.008,0.003,0,0,0,0,0,0,0,0,12,13,4,4,2,1,2,,0
59.166.0.3,16693,149.171.126.1,53,udp,CON,0.001069,146,178,31,29,0,0,dns,546304.9375,666043.0625,2,2,0,0,0,0,73,89,0,0,0,0,1424255908,1424255908,0.009,0.007,0,0,0,0,0,NA,NA,NA,4,3,2,1,1,1,3,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,8e-6,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424230631,1424230631,0.008,0,0,0,0,0,2,NA,NA,NA,42,42,42,42,42,25,42,Generic,1
59.166.0.3,7640,149.171.126.3,53,udp,CON,0.001091,146,178,31,29,0,0,dns,535288.6875,652612.25,2,2,0,0,0,0,73,89,0,0,0,0,1421929318,1421929318,0.01,0.008,0,0,0,0,0,0,0,0,2,3,2,4,1,1,1,,0
59.166.0.3,4356,149.171.126.9,48638,tcp,FIN,0.113958,2646,23838,31,29,7,15,NA,181329.9688,1635479.75,42,44,255,255,412877668,2558564054,63,542,0,0,150.066621,142.800097,1421958486,1421958486,2.771707,2.636116,7.52e-4,5.94e-4,1.58e-4,0,0,0,0,0,2,2,2,2,1,1,1,,0
59.166.0.6,35542,149.171.126.5,80,tcp,FIN,1.471244,1580,10168,31,29,3,5,http,7879.046875,52222.47266,12,18,255,255,3554783357,3564773938,132,565,1,3924,11783.95874,9440.915944,1424257793,1424257795,133.716276,86.511352,6.85e-4,5.49e-4,1.36e-4,0,0,1,NA,NA,2,1,2,2,2,1,3,,0
